transaction_id,customer_id,category,item,price_per_unit,quantity,total_spent,payment_method,transaction_date,discount_applied,year,month,month_name,average_transaction_value,discount_status
Txn_1958345,Cust_08,Electric Household Essentials,Item_4_Ehe,9.5,8,76.0,Cash,2024-06-28,0,2024,6,June,9.5,No Discount
Txn_1528585,Cust_15,Electric Household Essentials,Item_6_Ehe,12.5,1,12.5,Credit Card,2024-09-17,0,2024,9,September,12.5,No Discount
Txn_9619859,Cust_01,Butchers,Item_21_But,35.0,4,140.0,Cash,2024-04-05,0,2024,4,April,35.0,No Discount
Txn_6158929,Cust_21,Food,Item_11_Food,20.0,6,120.0,Cash,2022-01-29,1,2022,1,January,20.0,Discount Applied
Txn_7209607,Cust_25,Food,Item_18_Food,30.5,6,183.0,Credit Card,2023-08-25,0,2023,8,August,30.5,No Discount
Txn_5328604,Cust_07,Food,Item_20_Food,33.5,10,335.0,Cash,2024-07-08,0,2024,7,July,33.5,No Discount
Txn_4324641,Cust_01,Patisserie,Item_16_Pat,27.5,6,165.0,Cash,2023-11-07,0,2023,11,November,27.5,No Discount
Txn_9464391,Cust_04,Food,Item_18_Food,30.5,10,305.0,Cash,2023-11-17,0,2023,11,November,30.5,No Discount
Txn_2940500,Cust_06,Computers And Electric Accessories,Item_25_Cea,41.0,1,41.0,Cash,2024-11-05,0,2024,11,November,41.0,No Discount
Txn_1945960,Cust_09,Butchers,Item_8_But,15.5,10,155.0,Digital Wallet,2023-04-06,0,2023,4,April,15.5,No Discount
Txn_8219228,Cust_17,Computers And Electric Accessories,Item_10_Cea,18.5,5,92.5,Cash,2022-05-27,0,2022,5,May,18.5,No Discount
Txn_5471094,Cust_14,Butchers,Item_2_But,6.5,3,19.5,Digital Wallet,2022-08-24,0,2022,8,August,6.5,No Discount
Txn_9255329,Cust_01,Furniture,Item_25_Fur,41.0,7,287.0,Digital Wallet,2022-03-02,0,2022,3,March,41.0,No Discount
Txn_9279462,Cust_25,Furniture,Item_5_Fur,11.0,3,33.0,Credit Card,2022-02-05,0,2022,2,February,11.0,No Discount
Txn_7956502,Cust_06,Butchers,Item_8_But,15.5,7,108.5,Credit Card,2024-04-30,0,2024,4,April,15.5,No Discount
Txn_1352831,Cust_04,Food,Item_22_Food,36.5,3,109.5,Credit Card,2023-10-31,0,2023,10,October,36.5,No Discount
Txn_4372655,Cust_08,Food,Item_9_Food,17.0,7,119.0,Cash,2024-11-03,0,2024,11,November,17.0,No Discount
Txn_5419965,Cust_23,Computers And Electric Accessories,Unknown,20.0,6,120.0,Digital Wallet,2024-01-16,0,2024,1,January,20.0,No Discount
Txn_7655704,Cust_11,Computers And Electric Accessories,Item_21_Cea,35.0,8,280.0,Digital Wallet,2022-08-08,1,2022,8,August,35.0,Discount Applied
Txn_8210621,Cust_03,Beverages,Unknown,39.5,6,237.0,Digital Wallet,2024-01-03,0,2024,1,January,39.5,No Discount
Txn_6908058,Cust_25,Computers And Electric Accessories,Item_8_Cea,15.5,10,155.0,Cash,2023-07-22,0,2023,7,July,15.5,No Discount
Txn_9204828,Cust_07,Computers And Electric Accessories,Item_25_Cea,41.0,7,287.0,Cash,2022-03-05,0,2022,3,March,41.0,No Discount
Txn_3208232,Cust_25,Electric Household Essentials,Item_8_Ehe,15.5,4,62.0,Digital Wallet,2024-01-13,0,2024,1,January,15.5,No Discount
Txn_8586300,Cust_11,Computers And Electric Accessories,Unknown,27.5,6,165.0,Credit Card,2022-02-08,0,2022,2,February,27.5,No Discount
Txn_2212643,Cust_09,Food,Item_3_Food,8.0,4,32.0,Credit Card,2022-12-29,0,2022,12,December,8.0,No Discount
Txn_8215469,Cust_17,Milk Products,Item_23_Milk,38.0,10,380.0,Digital Wallet,2024-03-16,0,2024,3,March,38.0,No Discount
Txn_3403695,Cust_25,Beverages,Item_23_Bev,38.0,8,304.0,Cash,2024-09-27,1,2024,9,September,38.0,Discount Applied
Txn_2878134,Cust_18,Butchers,Item_8_But,15.5,9,139.5,Credit Card,2024-05-10,0,2024,5,May,15.5,No Discount
Txn_3123571,Cust_15,Furniture,Item_23_Fur,38.0,3,114.0,Digital Wallet,2022-08-07,0,2022,8,August,38.0,No Discount
Txn_9940030,Cust_25,Beverages,Item_19_Bev,32.0,6,192.0,Credit Card,2022-01-19,1,2022,1,January,32.0,Discount Applied
Txn_6195024,Cust_13,Beverages,Item_20_Bev,33.5,5,167.5,Cash,2024-08-09,0,2024,8,August,33.5,No Discount
Txn_5243520,Cust_13,Patisserie,Item_10_Pat,18.5,5,92.5,Cash,2024-05-16,0,2024,5,May,18.5,No Discount
Txn_4608122,Cust_21,Butchers,Unknown,26.0,10,260.0,Digital Wallet,2022-10-01,0,2022,10,October,26.0,No Discount
Txn_6923419,Cust_17,Furniture,Item_5_Fur,11.0,8,88.0,Digital Wallet,2022-06-28,0,2022,6,June,11.0,No Discount
Txn_1112365,Cust_19,Food,Item_24_Food,39.5,10,395.0,Cash,2023-09-24,0,2023,9,September,39.5,No Discount
Txn_6989569,Cust_11,Milk Products,Item_21_Milk,35.0,2,70.0,Credit Card,2022-01-17,0,2022,1,January,35.0,No Discount
Txn_5647023,Cust_12,Furniture,Item_24_Fur,39.5,4,158.0,Digital Wallet,2022-04-14,1,2022,4,April,39.5,Discount Applied
Txn_8049831,Cust_18,Beverages,Item_6_Bev,12.5,2,25.0,Cash,2023-01-05,0,2023,1,January,12.5,No Discount
Txn_2953434,Cust_25,Furniture,Item_25_Fur,41.0,10,410.0,Credit Card,2023-08-10,0,2023,8,August,41.0,No Discount
Txn_3831408,Cust_18,Milk Products,Item_1_Milk,5.0,10,50.0,Digital Wallet,2022-02-11,1,2022,2,February,5.0,Discount Applied
Txn_1249742,Cust_05,Milk Products,Item_24_Milk,39.5,10,395.0,Digital Wallet,2024-03-21,0,2024,3,March,39.5,No Discount
Txn_4633046,Cust_13,Computers And Electric Accessories,Item_2_Cea,6.5,5,32.5,Digital Wallet,2023-08-25,0,2023,8,August,6.5,No Discount
Txn_3519817,Cust_22,Butchers,Item_18_But,30.5,4,122.0,Digital Wallet,2022-06-14,1,2022,6,June,30.5,Discount Applied
Txn_1154680,Cust_25,Furniture,Unknown,35.0,6,210.0,Credit Card,2022-12-18,0,2022,12,December,35.0,No Discount
Txn_9177662,Cust_15,Furniture,Unknown,24.5,6,147.0,Cash,2024-09-30,1,2024,9,September,24.5,Discount Applied
Txn_4801202,Cust_16,Furniture,Item_1_Fur,5.0,3,15.0,Digital Wallet,2024-05-31,0,2024,5,May,5.0,No Discount
Txn_6149882,Cust_09,Beverages,Item_20_Bev,33.5,1,33.5,Credit Card,2023-01-22,0,2023,1,January,33.5,No Discount
Txn_8809000,Cust_23,Milk Products,Item_3_Milk,8.0,3,24.0,Cash,2023-01-10,0,2023,1,January,8.0,No Discount
Txn_5008001,Cust_03,Electric Household Essentials,Item_10_Ehe,18.5,6,111.0,Credit Card,2024-11-04,0,2024,11,November,18.5,No Discount
Txn_5111184,Cust_19,Milk Products,Item_11_Milk,20.0,6,120.0,Credit Card,2024-07-18,1,2024,7,July,20.0,Discount Applied
Txn_1499774,Cust_07,Butchers,Item_3_But,8.0,5,40.0,Credit Card,2022-12-15,1,2022,12,December,8.0,Discount Applied
Txn_2565828,Cust_21,Food,Item_24_Food,39.5,10,395.0,Credit Card,2022-02-18,0,2022,2,February,39.5,No Discount
Txn_6312937,Cust_14,Computers And Electric Accessories,Item_13_Cea,23.0,2,46.0,Digital Wallet,2024-02-09,0,2024,2,February,23.0,No Discount
Txn_8775503,Cust_08,Computers And Electric Accessories,Item_6_Cea,12.5,2,25.0,Digital Wallet,2024-10-11,0,2024,10,October,12.5,No Discount
Txn_3541663,Cust_25,Furniture,Item_2_Fur,6.5,5,32.5,Digital Wallet,2023-07-19,0,2023,7,July,6.5,No Discount
Txn_4947386,Cust_13,Food,Item_18_Food,30.5,10,305.0,Cash,2024-11-12,0,2024,11,November,30.5,No Discount
Txn_4276451,Cust_17,Beverages,Item_22_Bev,36.5,1,36.5,Credit Card,2024-05-27,0,2024,5,May,36.5,No Discount
Txn_3380295,Cust_08,Beverages,Item_6_Bev,12.5,5,62.5,Cash,2023-02-08,0,2023,2,February,12.5,No Discount
Txn_1390866,Cust_09,Patisserie,Item_6_Pat,12.5,2,25.0,Digital Wallet,2024-03-30,0,2024,3,March,12.5,No Discount
Txn_8616546,Cust_09,Beverages,Item_21_Bev,35.0,8,280.0,Credit Card,2023-04-01,1,2023,4,April,35.0,Discount Applied
Txn_1804192,Cust_20,Furniture,Item_8_Fur,15.5,9,139.5,Cash,2024-06-07,0,2024,6,June,15.5,No Discount
Txn_5046818,Cust_02,Butchers,Item_22_But,36.5,6,219.0,Digital Wallet,2024-07-03,0,2024,7,July,36.5,No Discount
Txn_4626993,Cust_24,Butchers,Item_13_But,23.0,7,161.0,Credit Card,2023-08-23,0,2023,8,August,23.0,No Discount
Txn_5256349,Cust_25,Beverages,Item_2_Bev,6.5,4,26.0,Digital Wallet,2022-09-27,0,2022,9,September,6.5,No Discount
Txn_3822751,Cust_21,Butchers,Unknown,26.0,9,234.0,Digital Wallet,2024-03-04,0,2024,3,March,26.0,No Discount
Txn_1882210,Cust_13,Food,Item_14_Food,24.5,4,98.0,Digital Wallet,2022-03-02,0,2022,3,March,24.5,No Discount
Txn_9209383,Cust_12,Electric Household Essentials,Item_7_Ehe,14.0,9,126.0,Credit Card,2024-09-16,0,2024,9,September,14.0,No Discount
Txn_2196324,Cust_11,Butchers,Item_21_But,35.0,9,315.0,Cash,2024-02-08,1,2024,2,February,35.0,Discount Applied
Txn_7020797,Cust_22,Food,Item_9_Food,17.0,5,85.0,Digital Wallet,2024-04-20,0,2024,4,April,17.0,No Discount
Txn_7594834,Cust_22,Furniture,Item_25_Fur,41.0,1,41.0,Credit Card,2024-03-16,0,2024,3,March,41.0,No Discount
Txn_3229559,Cust_02,Beverages,Item_7_Bev,14.0,9,126.0,Digital Wallet,2022-12-02,1,2022,12,December,14.0,Discount Applied
Txn_1336269,Cust_19,Beverages,Item_7_Bev,14.0,6,84.0,Digital Wallet,2024-12-25,0,2024,12,December,14.0,No Discount
Txn_2479337,Cust_10,Patisserie,Item_25_Pat,41.0,7,287.0,Credit Card,2023-08-05,0,2023,8,August,41.0,No Discount
Txn_8784273,Cust_25,Computers And Electric Accessories,Item_14_Cea,24.5,4,98.0,Cash,2022-05-02,0,2022,5,May,24.5,No Discount
Txn_7771182,Cust_10,Electric Household Essentials,Item_19_Ehe,32.0,6,192.0,Credit Card,2022-01-20,0,2022,1,January,32.0,No Discount
Txn_1132339,Cust_01,Beverages,Item_11_Bev,20.0,4,80.0,Credit Card,2023-07-12,0,2023,7,July,20.0,No Discount
Txn_8283332,Cust_16,Beverages,Item_23_Bev,38.0,6,228.0,Cash,2023-11-13,0,2023,11,November,38.0,No Discount
Txn_9496190,Cust_18,Computers And Electric Accessories,Item_18_Cea,30.5,3,91.5,Cash,2024-02-24,0,2024,2,February,30.5,No Discount
Txn_5205620,Cust_17,Patisserie,Item_11_Pat,20.0,7,140.0,Cash,2023-06-26,1,2023,6,June,20.0,Discount Applied
Txn_4448047,Cust_03,Milk Products,Item_8_Milk,15.5,6,93.0,Credit Card,2022-06-15,0,2022,6,June,15.5,No Discount
Txn_2163190,Cust_20,Patisserie,Item_16_Pat,27.5,2,55.0,Digital Wallet,2022-05-30,1,2022,5,May,27.5,Discount Applied
Txn_3338914,Cust_16,Food,Item_20_Food,33.5,10,335.0,Digital Wallet,2024-05-29,0,2024,5,May,33.5,No Discount
Txn_8959624,Cust_09,Milk Products,Item_1_Milk,5.0,7,35.0,Digital Wallet,2024-12-18,0,2024,12,December,5.0,No Discount
Txn_1821423,Cust_22,Furniture,Item_25_Fur,41.0,2,82.0,Credit Card,2022-01-13,0,2022,1,January,41.0,No Discount
Txn_1175914,Cust_13,Butchers,Unknown,23.0,5,115.0,Cash,2023-05-19,0,2023,5,May,23.0,No Discount
Txn_9760482,Cust_07,Computers And Electric Accessories,Item_11_Cea,20.0,9,180.0,Digital Wallet,2023-01-06,1,2023,1,January,20.0,Discount Applied
Txn_8460432,Cust_15,Furniture,Item_5_Fur,11.0,8,88.0,Digital Wallet,2022-02-05,0,2022,2,February,11.0,No Discount
Txn_9610555,Cust_15,Beverages,Unknown,6.5,6,39.0,Cash,2022-11-15,0,2022,11,November,6.5,No Discount
Txn_8136588,Cust_07,Milk Products,Item_16_Milk,27.5,7,192.5,Digital Wallet,2022-10-24,0,2022,10,October,27.5,No Discount
Txn_6630594,Cust_07,Milk Products,Item_3_Milk,8.0,5,40.0,Cash,2023-12-03,0,2023,12,December,8.0,No Discount
Txn_4844684,Cust_20,Butchers,Item_20_But,33.5,5,167.5,Digital Wallet,2022-07-23,0,2022,7,July,33.5,No Discount
Txn_9882772,Cust_09,Furniture,Item_17_Fur,29.0,9,261.0,Cash,2023-08-07,1,2023,8,August,29.0,Discount Applied
Txn_2611065,Cust_04,Milk Products,Item_15_Milk,26.0,8,208.0,Cash,2023-02-05,0,2023,2,February,26.0,No Discount
Txn_9896056,Cust_10,Electric Household Essentials,Item_20_Ehe,33.5,3,100.5,Digital Wallet,2022-12-29,1,2022,12,December,33.5,Discount Applied
Txn_2749184,Cust_24,Food,Item_20_Food,33.5,5,167.5,Credit Card,2023-04-18,0,2023,4,April,33.5,No Discount
Txn_3135312,Cust_11,Electric Household Essentials,Item_16_Ehe,27.5,10,275.0,Cash,2022-09-27,1,2022,9,September,27.5,Discount Applied
Txn_4879766,Cust_13,Computers And Electric Accessories,Item_20_Cea,33.5,4,134.0,Digital Wallet,2023-06-03,0,2023,6,June,33.5,No Discount
Txn_5822350,Cust_16,Electric Household Essentials,Item_23_Ehe,38.0,1,38.0,Cash,2022-03-21,1,2022,3,March,38.0,Discount Applied
Txn_2755139,Cust_21,Milk Products,Item_4_Milk,9.5,1,9.5,Digital Wallet,2023-12-19,0,2023,12,December,9.5,No Discount
Txn_1484334,Cust_01,Butchers,Item_7_But,14.0,3,42.0,Cash,2023-03-19,0,2023,3,March,14.0,No Discount
Txn_3557526,Cust_21,Computers And Electric Accessories,Item_16_Cea,27.5,9,247.5,Digital Wallet,2023-12-25,0,2023,12,December,27.5,No Discount
Txn_8960682,Cust_25,Electric Household Essentials,Item_1_Ehe,5.0,2,10.0,Cash,2023-06-10,0,2023,6,June,5.0,No Discount
